-4
5
-11
-13
-15
-11
-9
0
1
3
3
8
7
7
1
7
7
5
1
-6
-11
-6
-10
-12
-15
-9
-1
-3
-14
-1
-4
5
8
7
9
-1
5
-5
-4
-12
-3
-6
1
-7
2
-3
-10
3
-4
2
9
5
18
4
6
7
1
-2
-1
-11
-9
-13
-12
-2
7
-3
-2
-8
-4
3
-1
9
12
9
7
1
3
6
1
10
-3
-4
-7
7
4
2
2
5
5
5
3
-2
5
5
10
-9
-8
-8
9
8
