-288
-305
74
354
699
913
928
653
305
63
-4
46
222
520
881
1262
1673
2009
2005
1510
720
6
-329
-116
573
1450
2113
2244
1795
940
7
-617
-652
-115
718
1440
1727
1474
771
-202
-1120
-1575
-1421
-858
-30
904
1651
1950
1628
829
-15
-665
-1078
-1240
-1141
-815
-431
-190
-168
-366
-820
-1339
-1633
-1563
-1172
-568
174
881
1298
1359
1095
361
-701
-1709
-2273
-2270
-1863
-1054
-175
173
113
37
-144
-403
-431
-57
595
1271
1799
1943
1493
693
-111
-777
-1104
-1051
-791
-559
-505
-481
