209
-100
-2425
-4361
-4479
-3806
-2387
-521
609
740
1063
2450
2734
1409
894
1875
2405
1598
205
-1834
-3040
-2715
-2539
-4071
-4743
-2661
-405
-1471
-3102
-1964
-161
1174
2495
2913
1599
861
547
-474
-2120
-3129
-1977
-667
-1130
-832
76
-1314
-2272
-692
366
326
1795
3466
3535
2449
1769
1631
953
-412
-1529
-2264
-3595
-4197
-3190
-718
1238
361
-1715
-2000
-746
-152
544
2413
3746
3301
1677
643
1059
1250
1454
1813
228
-2338
-1293
1670
1701
378
687
1700
1713
1435
610
156
987
2514
1724
-1626
-3458
-1483
1953
2962
